Study_Key,taxasizegroupbroad,ecoregion.x,Species,groupPOO,richness,bodysizegroups,Year,MartenSpecies,Type,Sample.Size,Sample.Type,State_Province,Season,Lat,Long,Full.citation,ecoregion.y,aveelev,geometry,shannon,
More_1978,Birds,Taiga,American marten,4.934210526,2,1,1978,American marten,Fecal sort,501,Scat,Alberta,All,60.75,-116.6166,"More, G., 1978. Ecological aspects of food selection in pine marten, Martes americana (Master's thesis, University of Alberta).",Taiga,250.7386197,c(-116.6166, 60.75),1.507491663
More_1978,Mammals,Taiga,American marten,61.95175439,9,2,1978,American marten,Fecal sort,501,Scat,Alberta,All,60.75,-116.6166,"More, G., 1978. Ecological aspects of food selection in pine marten, Martes americana (Master's thesis, University of Alberta).",Taiga,250.7386197,c(-116.6166, 60.75),1.507491663
Murie_1961,Birds,Northwestern Forested Mountains,Pacific marten,4.54195535,1,1,1961,Pacific marten,Fecal sort,528,Scat,Wyoming,Summer,43.6488,-110.7196,"Murie, A., 1961. Some food habits of the marten. Journal of Mammalogy, 42(4), pp.516-521.",Northwestern Forested Mountains,2124.352513,c(-110.7196, 43.6488),1.507333986
Murie_1961,Mammals,Northwestern Forested Mountains,Pacific marten,54.73441109,6,1,1961,Pacific marten,Fecal sort,528,Scat,Wyoming,Summer,43.6488,-110.7196,"Murie, A., 1961. Some food habits of the marten. Journal of Mammalogy, 42(4), pp.516-521.",Northwestern Forested Mountains,2124.352513,c(-110.7196, 43.6488),1.507333986
Nagorsen_1989,Birds,Marine West Coast Forest,Pacific marten,28.21782178,4,1,1989,Pacific marten,Stomach,701,Stomach,British Columbia,Winter,49.6138,-125.7186,"Nagorsen, D.W., Morrison, K.F. and Forsberg, J.E., 1989. Winter diet of Vancouver Island marten (Martes americana). Canadian Journal of Zoology, 67(6), pp.1394-1400.",Marine West Coast Forest,1119.249675,c(-125.7186, 49.6138),1.525722161
Nagorsen_1989,Fishes,Marine West Coast Forest,Pacific marten,21.58415842,1,1,1989,Pacific marten,Stomach,701,Stomach,British Columbia,Winter,49.6138,-125.7186,"Nagorsen, D.W., Morrison, K.F. and Forsberg, J.E., 1989. Winter diet of Vancouver Island marten (Martes americana). Canadian Journal of Zoology, 67(6), pp.1394-1400.",Marine West Coast Forest,1119.249675,c(-125.7186, 49.6138),1.525722161
Nagorsen_1989,Mammals,Marine West Coast Forest,Pacific marten,46.23762376,6,2,1989,Pacific marten,Stomach,701,Stomach,British Columbia,Winter,49.6138,-125.7186,"Nagorsen, D.W., Morrison, K.F. and Forsberg, J.E., 1989. Winter diet of Vancouver Island marten (Martes americana). Canadian Journal of Zoology, 67(6), pp.1394-1400.",Marine West Coast Forest,1119.249675,c(-125.7186, 49.6138),1.525722161
Nagorsen_1991,Birds,Marine West Coast Forest,Pacific marten,44.28121721,6,1,1991,Pacific marten,Stomach,97,Stomach,British Columbia,Winter,52.9296,-132.054,"Nagorsen, D.W., 1991. Winter food habits of marten, Martes americana, on the Queen Charlotte Islands. Canadian Field Naturalist, 105, pp.55-59.",Marine West Coast Forest,328.2792521,c(-132.054, 52.9296),1.761431224
Nagorsen_1991,Fishes,Marine West Coast Forest,Pacific marten,14.06086044,1,1,1991,Pacific marten,Stomach,97,Stomach,British Columbia,Winter,52.9296,-132.054,"Nagorsen, D.W., 1991. Winter food habits of marten, Martes americana, on the Queen Charlotte Islands. Canadian Field Naturalist, 105, pp.55-59.",Marine West Coast Forest,328.2792521,c(-132.054, 52.9296),1.761431224
Nagorsen_1991,Mammals,Marine West Coast Forest,Pacific marten,26.02308499,5,3,1991,Pacific marten,Stomach,97,Stomach,British Columbia,Winter,52.9296,-132.054,"Nagorsen, D.W., 1991. Winter food habits of marten, Martes americana, on the Queen Charlotte Islands. Canadian Field Naturalist, 105, pp.55-59.",Marine West Coast Forest,328.2792521,c(-132.054, 52.9296),1.761431224
Newby_1951,Birds,Northwestern Forested Mountains,Pacific marten,4.069767442,1,1,1951,Pacific marten,"Fecal sort, stomach",112,"Scat, stomach",Washington,All,47.9147,-120.8489,"Newby, F.E., 1951. Ecology of the marten in the Twin Lakes area, Chelan county, Washington (Doctoral dissertation, Washington State University).",Northwestern Forested Mountains,1120.476705,c(-120.8489, 47.9147),2.247163801
Newby_1951,Mammals,Northwestern Forested Mountains,Pacific marten,43.02325581,15,3,1951,Pacific marten,"Fecal sort, stomach",112,"Scat, stomach",Washington,All,47.9147,-120.8489,"Newby, F.E., 1951. Ecology of the marten in the Twin Lakes area, Chelan county, Washington (Doctoral dissertation, Washington State University).",Northwestern Forested Mountains,1120.476705,c(-120.8489, 47.9147),2.247163801
OregonCascades_2025,Amphibians,Northwestern Forested Mountains,Pacific marten,1.526717557,1,1,2025,Pacific marten,DNA metabarcoding,169,Scat,Oregon,"Summer, Fall",43.974806,-121.630253,This Study,Northwestern Forested Mountains,1785.874549,c(-121.630253, 43.974806),2.370129819
OregonCascades_2025,Birds,Northwestern Forested Mountains,Pacific marten,21.3740458,7,1,2025,Pacific marten,DNA metabarcoding,169,Scat,Oregon,"Summer, Fall",43.974806,-121.630253,This Study,Northwestern Forested Mountains,1785.874549,c(-121.630253, 43.974806),2.370129819
OregonCascades_2025,Mammals,Northwestern Forested Mountains,Pacific marten,64.88549618,8,3,2025,Pacific marten,DNA metabarcoding,169,Scat,Oregon,"Summer, Fall",43.974806,-121.630253,This Study,Northwestern Forested Mountains,1785.874549,c(-121.630253, 43.974806),2.370129819
OregonDunes_2025,Birds,Marine West Coast Forest,Pacific marten,27.94117647,6,1,2025,Pacific marten,DNA metabarcoding,135,Scat,Oregon,All,43.83395,-124.162214,This Study,Marine West Coast Forest,4.264642082,c(-124.162214, 43.83395),2.556201393
OregonDunes_2025,Mammals,Marine West Coast Forest,Pacific marten,44.11764706,11,2,2025,Pacific marten,DNA metabarcoding,135,Scat,Oregon,All,43.83395,-124.162214,This Study,Marine West Coast Forest,4.264642082,c(-124.162214, 43.83395),2.556201393
Paragi_1996,Mammals,Taiga,American marten,93.80530973,5,1,1996,American marten,Fecal sort,240,Scat,Alaska,"Spring, winter",64.6666,-154,"Paragi, T.F., Johnson, W., Katnik, D.D. and Magoun, A.J., 1996. Marten selection of postfire seres in the Alaskan taiga. Canadian Journal of Zoology, 74(12), pp.2226-2237.",Taiga,149.229283,c(-154, 64.6666),0.912030821
